TimeInHours, Arm1 , Arm2 , Arm3 , Arm4 , Arm5 , Arm6 , Center
0.028611111,1,0,0,2,4,3,0
0.028888889,1,0,0,2,4,3,0
0.029166667,1,0,0,2,4,3,0
0.029444444,1,0,0,2,4,3,0
0.029722222,1,0,0,2,4,3,0
0.03,1,0,0,2,4,3,0
0.030277778,1,0,0,2,4,3,0
0.030555556,1,0,0,2,4,3,0
0.030833333,1,0,0,2,4,3,0
0.031111111,1,0,0,2,4,3,0
0.031388889,1,0,0,2,4,3,0
0.031666667,1,0,0,2,4,3,0
0.031944444,1,0,0,2,4,3,0
0.032222222,1,0,0,2,4,3,0
0.0325,1,0,0,2,4,3,0
0.032777778,1,0,0,2,4,3,0
0.033055556,1,0,0,2,4,3,0
0.033333333,1,0,0,2,4,3,0
0.033611111,1,0,0,2,4,3,0
0.033888889,1,0,0,2,3,4,0
0.034166667,1,0,0,2,3,4,0
0.034444444,1,0,0,2,3,4,0
0.034722222,1,0,0,2,3,4,0
0.035,1,0,0,2,3,4,0
0.035277778,1,0,0,2,3,4,0
0.035555556,1,0,0,2,3,4,0
0.035833333,1,0,0,2,3,4,0
0.036111111,1,0,0,2,3,4,0
0.036388889,1,0,0,2,3,4,0
0.036666667,1,0,0,2,3,4,0
0.036944444,1,0,0,2,3,4,0
0.037222222,1,0,0,2,3,4,0
0.0375,1,0,0,2,3,4,0
0.037777778,1,0,0,2,3,4,0
0.038055556,1,0,0,2,3,4,0
0.038333333,1,0,0,2,3,4,0
0.038611111,1,0,0,2,3,4,0
0.038888889,1,0,0,2,3,4,0
0.039166667,1,0,0,2,3,4,0
0.039444444,1,0,0,2,3,4,0
0.039722222,1,0,0,2,3,4,0
0.04,1,0,0,2,3,4,0
0.040277778,1,0,0,2,3,4,0
0.040555556,1,0,0,2,3,4,0
0.040833333,1,0,0,2,3,4,0
0.041111111,1,0,0,2,3,4,0
0.041388889,1,0,0,2,3,4,0
0.041666667,1,0,0,2,3,4,0
0.041944444,1,0,0,2,3,4,0
0.042222222,1,0,0,2,3,4,0
0.0425,1,0,0,2,3,4,0
0.042777778,1,0,0,2,3,4,0
0.043055556,1,0,0,2,3,4,0
0.043333333,1,0,0,2,3,4,0
0.043611111,1,0,0,2,3,4,0
0.043888889,1,0,0,2,3,4,0
0.044166667,1,0,0,2,3,4,0
0.044444444,1,0,0,2,3,4,0
0.044722222,1,0,0,2,3,4,0
0.045,1,0,0,2,3,4,0
0.045277778,1,0,0,2,3,4,0
0.045555556,1,0,0,2,3,4,0
0.045833333,1,0,0,2,3,4,0
0.046111111,1,0,0,2,3,4,0
0.046388889,1,0,0,2,3,4,0
0.046666667,1,0,0,2,3,4,0
0.046944444,1,0,0,2,3,4,0
0.047222222,1,0,0,2,3,4,0
0.0475,1,0,0,2,3,4,0
0.047777778,1,0,0,2,3,4,0
0.048055556,1,0,0,2,3,4,0
0.048333333,1,0,0,2,3,4,0
0.048611111,1,0,0,2,3,4,0
0.048888889,1,0,0,2,3,4,0
0.049166667,1,0,0,2,3,4,0
0.049444444,1,0,0,2,3,4,0
0.049722222,1,0,0,2,3,4,0
0.05,1,0,0,2,3,4,0
0.050277778,1,0,0,2,3,4,0
0.050555556,1,0,0,2,3,4,0
0.050833333,1,0,0,2,3,4,0
0.051111111,1,0,0,2,3,4,0
0.051388889,1,0,0,2,3,4,0
0.051666667,1,0,0,2,3,4,0
0.051944444,1,0,0,2,3,4,0
0.052222222,1,0,0,2,3,4,0
0.0525,1,0,0,2,3,4,0
0.052777778,1,0,0,2,3,4,0
0.053055556,1,0,0,2,3,4,0
0.053333333,1,0,0,2,3,4,0
0.053611111,1,0,0,2,3,4,0
0.053888889,1,0,0,2,3,4,0
0.054166667,1,0,0,2,3,4,0
0.054444444,1,0,0,2,3,4,0
0.054722222,1,0,0,2,3,4,0
0.055,1,0,0,2,3,4,0
0.055277778,1,0,0,2,3,4,0
0.055555556,1,0,0,2,3,4,0
0.055833333,1,0,0,2,3,4,0
0.056111111,1,0,0,2,3,4,0
0.056388889,1,0,0,2,3,4,0
0.056666667,1,0,0,2,3,4,0
0.056944444,1,0,0,2,3,4,0
0.057222222,1,0,0,2,3,4,0
0.0575,1,0,0,2,3,4,0
0.057777778,1,0,0,2,3,4,0
0.058055556,1,0,0,2,3,4,0
0.058333333,1,0,0,2,3,4,0
0.058611111,1,0,0,2,3,4,0
0.058888889,1,0,0,2,3,4,0
0.059166667,1,0,0,2,3,4,0
0.059444444,1,0,0,2,3,4,0
0.059722222,1,0,0,2,3,4,0
0.06,1,0,0,2,3,4,0
0.060277778,1,0,0,2,3,4,0
0.060555556,1,0,0,2,3,4,0
0.060833333,1,0,0,2,3,4,0
0.061111111,1,0,0,2,3,4,0
0.061388889,1,0,0,2,3,4,0
0.061666667,1,0,0,2,3,4,0
0.061944444,1,0,0,2,3,4,0
0.062222222,1,0,0,2,3,4,0
0.0625,1,0,0,2,3,4,0
0.062777778,1,0,0,2,3,4,0
0.063055556,1,0,0,2,3,4,0
0.063333333,1,0,0,2,3,4,0
0.063611111,1,0,0,2,3,4,0
0.063888889,1,0,0,2,3,4,0
0.064166667,1,0,0,2,3,4,0
0.064444444,1,0,0,2,3,4,0
0.064722222,1,0,0,2,2,4,1
0.065,1,0,0,2,2,4,1
0.065277778,1,0,0,2,2,4,1
0.065555556,1,0,0,2,2,4,1
0.065833333,1,0,0,2,2,4,1
0.066111111,1,0,0,2,2,4,1
0.066388889,1,0,0,2,2,4,1
0.066666667,1,0,0,2,2,4,1
0.066944444,1,0,0,2,2,4,1
0.067222222,1,0,0,2,2,4,1
0.0675,1,0,0,2,2,4,1
0.067777778,1,0,0,2,2,4,1
0.068055556,1,0,0,2,2,4,1
0.068333333,1,0,0,2,2,4,1
0.068611111,1,0,0,2,2,4,1
0.068888889,1,0,0,2,2,4,1
0.069166667,1,0,0,3,2,4,0
0.069444444,1,0,0,3,2,4,0
0.069722222,1,0,0,3,2,4,0
0.07,1,0,0,3,2,4,0
0.070277778,1,0,0,3,2,4,0
0.070555556,1,0,0,3,2,4,0
0.070833333,1,0,0,3,2,4,0
0.071111111,1,0,0,3,2,4,0
0.071388889,1,0,0,3,2,4,0
0.071666667,1,0,0,3,2,4,0
0.071944444,1,0,0,3,2,4,0
0.072222222,1,0,0,3,2,4,0
0.0725,1,0,0,3,2,4,0
0.072777778,1,0,0,3,2,4,0
0.073055556,1,0,0,3,2,4,0
0.073333333,1,0,0,3,2,4,0
0.073611111,1,0,0,3,2,4,0
0.073888889,1,0,0,3,2,4,0
0.074166667,1,0,0,3,2,4,0
0.074444444,1,0,0,3,2,4,0
0.074722222,1,1,0,2,2,4,0
0.075,1,1,0,2,2,4,0
0.075277778,1,1,0,2,2,4,0
0.075555556,1,1,0,2,2,4,0
0.075833333,1,1,0,2,2,4,0
0.076111111,1,1,0,2,2,4,0
0.076388889,1,1,0,2,2,4,0
0.076666667,1,1,0,2,2,4,0
0.076944444,1,1,0,2,2,4,0
0.077222222,1,1,0,2,2,4,0
0.0775,1,1,0,2,2,4,0
0.077777778,1,1,0,2,2,4,0
0.078055556,1,1,0,2,2,4,0
0.078333333,1,1,0,2,2,4,0
0.078611111,1,1,0,2,2,4,0
0.078888889,1,1,0,2,2,4,0
0.079166667,1,1,0,2,2,4,0
0.079444444,1,1,0,2,2,4,0
0.079722222,1,1,0,2,2,4,0
0.08,1,1,0,2,2,4,0
0.080277778,1,1,0,2,2,4,0
0.080555556,1,1,0,2,2,4,0
0.080833333,1,0,1,2,2,4,0
0.081111111,1,0,1,2,2,4,0
0.081388889,1,0,1,2,2,4,0
0.081666667,1,0,1,2,2,4,0
0.081944444,1,0,1,2,2,4,0
0.082222222,1,0,1,2,2,4,0
0.0825,1,0,1,2,2,4,0
0.082777778,1,0,0,3,2,4,0
0.083055556,1,0,0,3,2,4,0
0.083333333,1,0,0,3,2,4,0
0.083611111,1,0,0,3,2,4,0
0.083888889,1,0,0,3,2,4,0
0.084166667,1,0,0,3,2,4,0
0.084444444,1,0,0,3,2,4,0
0.084722222,1,0,0,3,2,4,0
0.085,1,0,0,3,2,4,0
0.085277778,1,0,0,3,2,4,0
0.085555556,1,0,0,3,2,4,0
0.085833333,1,0,0,3,2,4,0
0.086111111,1,0,0,3,2,4,0
0.086388889,1,0,0,3,2,4,0
0.086666667,1,0,0,3,2,4,0
0.086944444,1,0,0,3,2,4,0
0.087222222,1,0,0,3,2,4,0
0.0875,1,0,0,3,2,4,0
0.087777778,1,0,0,2,3,4,0
0.088055556,1,0,0,2,3,4,0
0.088333333,1,0,0,2,3,4,0
0.088611111,1,0,0,2,3,4,0
0.088888889,1,0,0,2,3,4,0
0.089166667,1,0,0,2,3,4,0
0.089444444,1,0,0,2,3,4,0
0.089722222,1,0,0,2,3,4,0
0.09,1,0,0,2,3,4,0
0.090277778,1,0,0,2,2,4,1
0.090555556,1,0,0,2,2,4,1
0.090833333,1,0,0,2,2,4,1
0.091111111,1,0,0,2,2,4,1
0.091388889,1,0,0,2,2,4,1
0.091666667,1,0,0,2,2,4,1
0.091944444,1,0,0,2,2,4,1
0.092222222,1,0,0,2,2,4,1
0.0925,1,0,0,2,2,4,1
0.092777778,1,0,0,2,2,4,1
0.093055556,1,0,0,2,2,4,1
0.093333333,1,0,0,2,2,4,1
0.093611111,1,0,0,2,2,4,1
0.093888889,1,0,0,2,2,4,1
0.094166667,1,0,0,2,2,4,1
0.094444444,1,0,0,2,2,4,1
0.094722222,1,0,0,2,2,4,1
0.095,1,0,0,2,2,4,1
0.095277778,1,0,0,3,1,3,2
0.095555556,1,0,0,3,1,3,2
0.095833333,1,0,0,3,1,3,2
0.096111111,1,0,0,3,1,3,2
0.096388889,1,0,0,3,1,3,2
0.096666667,1,0,0,3,1,3,2
0.096944444,1,0,0,3,1,3,2
0.097222222,1,0,0,3,1,3,2
0.0975,1,0,0,4,1,3,1
0.097777778,1,0,0,4,1,3,1
0.098055556,1,0,0,4,1,3,1
0.098333333,1,0,0,4,1,3,1
0.098611111,1,0,0,4,1,3,1
0.098888889,1,0,0,4,1,3,1
0.099166667,1,0,0,4,1,3,1
0.099444444,1,0,0,4,1,3,1
0.099722222,1,0,0,4,1,3,1
0.1,1,0,0,4,1,3,1
0.100277778,1,0,0,4,1,3,1
0.100555556,1,0,0,4,1,3,1
0.100833333,1,0,1,3,1,3,1
0.101111111,1,0,1,3,1,3,1
0.101388889,1,0,1,3,1,3,1
0.101666667,1,0,1,3,1,3,1
0.101944444,1,0,1,3,1,3,1
0.102222222,1,0,1,3,1,3,1
0.1025,1,0,2,3,1,3,0
0.102777778,1,0,2,3,1,3,0
0.103055556,1,0,2,3,1,3,0
0.103333333,1,0,2,3,1,3,0
0.103611111,1,0,2,3,1,3,0
0.103888889,1,0,2,2,1,3,1
0.104166667,1,0,2,2,1,3,1
0.104444444,1,0,2,2,1,3,1
0.104722222,1,0,3,2,1,3,0
0.105,1,0,3,2,1,3,0
0.105277778,1,0,3,2,1,3,0
0.105555556,1,0,3,2,1,3,0
0.105833333,1,0,3,1,1,3,1
0.106111111,1,0,3,1,1,3,1
0.106388889,1,0,3,1,1,3,1
0.106666667,1,0,3,1,1,3,1
0.106944444,1,0,3,1,1,3,1
0.107222222,1,0,3,1,1,3,1
0.1075,1,0,3,1,1,3,1
0.107777778,1,0,3,1,1,3,1
0.108055556,1,0,3,1,1,3,1
0.108333333,1,0,3,1,1,3,1
0.108611111,1,1,2,1,1,3,1
0.108888889,1,1,2,1,1,3,1
0.109166667,1,1,2,1,1,3,1
0.109444444,1,1,2,1,1,3,1
0.109722222,1,1,2,1,1,3,1
0.11,1,1,2,1,1,3,1
0.110277778,2,1,1,1,1,3,1
0.110555556,2,1,1,1,1,3,1
0.110833333,2,1,1,1,1,3,1
0.111111111,2,1,1,1,1,3,1
0.111388889,2,1,1,1,1,3,1
0.111666667,2,1,1,1,1,3,1
0.111944444,2,1,1,1,1,3,1
0.112222222,2,1,1,1,1,3,1
0.1125,2,1,0,2,1,3,1
0.112777778,2,1,0,2,1,3,1
0.113055556,2,1,0,2,1,3,1
0.113333333,2,1,0,2,1,3,1
0.113611111,2,1,0,2,1,3,1
0.113888889,2,1,0,2,1,3,1
0.114166667,2,1,0,2,1,3,1
0.114444444,2,1,0,2,1,3,1
0.114722222,2,1,0,2,1,3,1
0.115,2,1,0,2,1,3,1
0.115277778,2,1,0,2,1,3,1
0.115555556,2,1,0,2,1,3,1
0.115833333,2,1,0,2,1,3,1
0.116111111,2,0,0,2,2,3,1
0.116388889,2,0,0,2,2,3,1
0.116666667,2,0,0,2,2,3,1
0.116944444,2,0,0,2,2,3,1
0.117222222,2,0,0,2,2,3,1
0.1175,1,0,0,2,3,3,1
0.117777778,1,0,0,2,3,3,1
0.118055556,1,0,0,2,3,3,1
0.118333333,1,0,0,2,3,3,1
0.118611111,1,0,0,2,3,3,1
0.118888889,1,0,0,2,3,3,1
0.119166667,1,0,0,1,4,3,1
0.119444444,1,0,0,1,4,3,1
0.119722222,1,0,0,1,4,3,1
0.12,1,0,0,1,4,3,1
0.120277778,0,0,0,1,4,3,2
0.120555556,0,0,0,1,4,3,2
0.120833333,0,0,0,1,4,3,2
0.121111111,0,0,0,1,4,3,2
0.121388889,0,0,0,1,4,3,2
0.121666667,0,1,0,0,4,3,2
0.121944444,0,1,0,0,4,3,2
0.122222222,0,1,0,0,4,3,2
0.1225,0,1,0,0,4,3,2
0.122777778,0,1,0,0,4,4,1
0.123055556,0,2,0,0,4,3,1
0.123333333,0,2,0,0,4,3,1
0.123611111,0,2,0,0,4,3,1
0.123888889,0,2,0,0,3,4,1
0.124166667,0,2,0,0,3,4,1
0.124444444,0,2,0,0,3,4,1
0.124722222,0,2,0,0,3,4,1
0.125,0,2,0,0,3,4,1
0.125277778,0,2,0,0,2,4,2
0.125555556,0,2,0,0,2,4,2
0.125833333,0,2,0,0,2,4,2
0.126111111,0,2,0,0,2,4,2
0.126388889,0,2,0,0,2,4,2
0.126666667,0,2,0,0,2,4,2
0.126944444,0,2,0,0,2,4,2
0.127222222,0,2,0,0,2,4,2
0.1275,0,2,0,0,2,4,2
0.127777778,0,2,0,0,2,4,2
0.128055556,0,2,0,0,2,4,2
0.128333333,0,2,0,0,2,4,2
0.128611111,0,2,0,0,2,4,2
0.128888889,0,2,0,0,2,4,2
0.129166667,0,2,0,0,2,4,2
0.129444444,0,2,0,0,2,4,2
0.129722222,0,2,0,1,2,4,1
0.13,0,2,0,1,2,4,1
0.130277778,0,1,1,1,3,3,1
0.130555556,0,1,1,1,3,3,1
0.130833333,0,1,1,1,3,3,1
0.131111111,0,1,1,1,3,3,1
0.131388889,0,1,1,1,3,3,1
0.131666667,0,0,1,1,3,3,2
0.131944444,0,0,1,1,3,3,2
0.132222222,0,0,1,2,3,2,2
0.1325,0,0,1,2,3,2,2
0.132777778,0,0,1,2,3,2,2
0.133055556,0,0,1,2,4,2,1
0.133333333,0,0,1,2,4,2,1
0.133611111,0,0,1,2,4,2,1
0.133888889,0,0,1,2,4,2,1
0.134166667,0,0,1,2,4,2,1
0.134444444,1,0,1,2,4,1,1
0.134722222,0,0,1,3,4,1,1
0.135,0,0,1,3,4,1,1
0.135277778,1,0,1,3,3,1,1
0.135555556,1,0,1,3,3,1,1
0.135833333,1,0,1,3,3,1,1
0.136111111,1,0,1,3,3,1,1
0.136388889,1,0,1,3,3,1,1
0.136666667,1,0,1,3,3,1,1
0.136944444,1,0,1,3,3,1,1
0.137222222,1,0,1,3,3,1,1
0.1375,1,0,0,4,3,1,1
0.137777778,1,0,0,4,3,1,1
0.138055556,1,0,0,4,3,1,1
0.138333333,1,0,0,4,2,2,1
0.138611111,1,0,0,3,2,2,2
0.138888889,1,0,0,3,2,2,2
0.139166667,1,0,0,3,2,2,2
0.139444444,1,0,0,3,2,2,2
0.139722222,1,0,0,3,2,2,2
0.14,1,0,0,3,2,2,2
0.140277778,1,1,0,3,2,1,2
0.140555556,1,1,0,3,2,1,2
0.140833333,0,1,0,4,2,1,2
0.141111111,0,1,0,3,2,2,2
0.141388889,1,1,0,3,1,2,2
0.141666667,0,2,0,3,1,2,2
0.141944444,0,2,0,3,1,2,2
0.142222222,0,2,0,3,1,2,2
0.1425,0,2,0,3,1,2,2
0.142777778,0,2,0,3,1,2,2
0.143055556,0,2,0,3,1,2,2
0.143333333,0,2,0,3,1,2,2
0.143611111,0,2,0,3,1,2,2
0.143888889,0,2,0,3,1,2,2
0.144166667,0,3,0,3,1,1,2
0.144444444,0,2,1,3,1,1,2
0.144722222,0,2,1,3,1,1,2
0.145,0,2,1,3,1,1,2
0.145277778,0,2,1,3,1,1,2
0.145555556,0,2,1,3,1,1,2
0.145833333,1,2,1,3,1,0,2
0.146111111,1,2,1,3,1,0,2
0.146388889,1,2,1,3,1,1,1
0.146666667,1,2,1,3,1,1,1
0.146944444,1,2,2,3,1,0,1
0.147222222,1,2,2,3,1,0,1
0.1475,1,2,2,3,1,0,1
0.147777778,1,2,2,3,1,0,1
0.148055556,1,2,2,3,0,1,1
0.148333333,1,2,2,3,0,1,1
0.148611111,1,2,2,3,0,1,1
0.148888889,1,1,2,3,1,1,1
0.149166667,1,1,2,3,1,1,1
0.149444444,1,1,2,3,1,1,1
0.149722222,1,1,2,3,1,1,1
0.15,1,0,3,3,1,1,1
0.150277778,1,0,3,3,1,1,1
0.150555556,1,0,3,3,1,1,1
0.150833333,1,0,3,3,1,1,1
0.151111111,1,0,3,3,1,1,1
0.151388889,1,0,3,3,1,1,1
0.151666667,1,0,3,3,1,1,1
0.151944444,1,0,3,3,1,1,1
0.152222222,1,0,3,3,1,1,1
0.1525,1,0,3,3,2,0,1
0.152777778,1,0,3,3,2,0,1
0.153055556,1,0,3,3,2,0,1
0.153333333,1,0,3,3,2,0,1
0.153611111,1,0,3,3,2,0,1
0.153888889,1,0,3,3,2,0,1
0.154166667,1,0,3,3,2,0,1
0.154444444,1,0,3,3,2,0,1
0.154722222,0,0,3,4,2,0,1
0.155,0,0,3,4,2,0,1
0.155277778,0,0,3,4,2,0,1
0.155555556,0,0,3,4,2,0,1
0.155833333,0,0,3,4,2,0,1
0.156111111,0,0,3,4,2,0,1
0.156388889,0,0,3,5,2,0,0
0.156666667,0,0,3,5,2,0,0
0.156944444,0,0,3,5,2,0,0
0.157222222,0,0,3,5,2,0,0
0.1575,0,0,3,5,1,0,1
0.157777778,0,0,3,5,1,0,1
0.158055556,0,0,3,5,1,0,1
0.158333333,0,0,3,5,1,0,1
0.158611111,0,0,2,6,1,0,1
0.158888889,0,0,2,6,1,0,1
0.159166667,0,0,2,6,1,0,1
0.159444444,0,0,2,6,1,0,1
0.159722222,0,0,2,5,1,1,1
0.16,0,0,2,5,1,1,1
0.160277778,0,0,2,5,1,1,1
0.160555556,0,0,2,5,1,1,1
0.160833333,0,0,2,5,0,2,1
0.161111111,0,0,2,5,0,2,1
0.161388889,0,0,2,5,0,2,1
0.161666667,0,0,2,4,0,3,1
0.161944444,0,0,2,4,0,3,1
0.162222222,0,1,1,4,0,3,1
0.1625,0,0,1,4,0,4,1
0.162777778,0,0,1,4,0,4,1
0.163055556,0,1,1,3,0,4,1
0.163333333,0,0,1,3,0,5,1
0.163611111,0,0,1,3,0,5,1
0.163888889,0,0,1,3,0,5,1
0.164166667,0,0,1,2,0,6,1
0.164444444,0,0,1,2,0,6,1
0.164722222,0,0,1,2,0,6,1
0.165,0,0,0,2,0,7,1
0.165277778,0,1,0,1,0,7,1
0.165555556,0,1,0,1,0,7,1
0.165833333,0,1,0,1,0,7,1
0.166111111,0,0,0,1,0,8,1
0.166388889,0,0,0,0,1,8,1
0.166666667,0,0,0,0,1,8,1
0.166944444,0,0,0,0,1,8,1
0.167222222,0,0,0,0,1,8,1
0.1675,0,0,0,0,1,8,1
0.167777778,0,0,0,0,1,8,1
0.168055556,0,0,0,0,1,8,1
0.168333333,0,0,0,0,2,7,1
0.168611111,0,0,0,0,2,7,1
0.168888889,0,0,0,0,2,7,1
0.169166667,0,0,0,0,2,7,1
0.169444444,0,0,0,0,3,6,1
0.169722222,0,0,0,0,3,6,1
0.17,0,0,0,0,3,6,1
0.170277778,0,0,0,0,4,5,1
0.170555556,0,0,0,0,4,5,1
0.170833333,0,0,0,0,5,5,0
0.171111111,0,0,0,0,5,4,1
0.171388889,0,0,0,0,5,4,1
0.171666667,0,0,0,0,6,4,0
0.171944444,0,0,0,0,6,3,1
0.172222222,0,0,0,0,6,3,1
0.1725,0,0,0,0,7,3,0
0.172777778,0,0,0,0,7,2,1
0.173055556,0,0,0,0,7,2,1
0.173333333,0,0,0,0,8,2,0
0.173611111,0,0,0,0,8,1,1
0.173888889,0,0,0,0,8,1,1
0.174166667,0,0,0,0,9,1,0
0.174444444,0,0,0,0,9,1,0
0.174722222,0,0,0,0,9,1,0
0.175,0,0,0,0,9,1,0
0.175277778,0,0,0,0,9,0,1
0.175555556,0,0,0,1,8,0,1
0.175833333,0,0,0,1,8,0,1
0.176111111,0,0,0,1,8,0,1
0.176388889,0,0,0,2,8,0,0
0.176666667,0,0,0,2,8,0,0
0.176944444,0,0,0,2,7,0,1
0.177222222,0,0,0,3,7,0,0
0.1775,0,0,0,3,7,0,0
0.177777778,0,0,0,3,6,0,1
0.178055556,0,0,0,4,6,0,0
0.178333333,0,0,0,4,6,0,0
0.178611111,0,0,0,4,5,0,1
0.178888889,0,0,0,5,5,0,0
0.179166667,0,0,0,5,5,0,0
0.179444444,0,0,0,5,4,0,1
0.179722222,0,0,0,6,4,0,0
0.18,0,0,0,6,4,0,0
0.180277778,0,0,0,6,4,0,0
0.180555556,0,0,0,7,3,0,0
0.180833333,0,0,0,7,3,0,0
0.181111111,0,0,0,7,3,0,0
0.181388889,0,0,0,8,2,0,0
0.181666667,0,0,0,8,2,0,0
0.181944444,0,0,0,8,2,0,0
0.182222222,0,0,0,8,1,0,1
0.1825,0,0,0,9,1,0,0
0.182777778,0,0,0,9,1,0,0
0.183055556,0,0,0,9,1,0,0
0.183333333,0,0,0,9,1,0,0
0.183611111,0,0,0,9,1,0,0
0.183888889,0,0,0,9,1,0,0
0.184166667,0,0,0,9,1,0,0
0.184444444,0,0,0,9,1,0,0
0.184722222,0,0,0,9,1,0,0
0.185,0,0,0,9,1,0,0
0.185277778,0,0,0,9,1,0,0
0.185555556,0,0,0,9,1,0,0
0.185833333,0,0,0,9,1,0,0
0.186111111,0,1,0,9,0,0,0
0.186388889,0,1,0,9,0,0,0
0.186666667,0,1,0,9,0,0,0
0.186944444,0,1,0,9,0,0,0
0.187222222,0,1,0,9,0,0,0
0.1875,0,1,0,9,0,0,0
0.187777778,0,0,0,9,0,0,1
0.188055556,0,1,0,8,0,0,1
0.188333333,0,1,0,8,0,0,1
0.188611111,0,1,0,8,0,0,1
0.188888889,0,1,0,7,0,0,2
0.189166667,0,1,0,7,0,0,2
0.189444444,0,1,0,7,0,0,2
0.189722222,0,2,0,6,0,0,2
0.19,0,2,0,6,0,0,2
0.190277778,0,2,0,6,0,0,2
0.190555556,0,3,0,5,0,0,2
0.190833333,0,3,0,5,0,0,2
0.191111111,0,3,0,5,0,0,2
0.191388889,0,4,0,5,0,0,1
0.191666667,0,4,0,4,0,0,2
0.191944444,0,4,0,4,0,0,2
0.192222222,0,4,0,4,0,0,2
0.1925,0,5,0,3,0,0,2
0.192777778,0,5,0,3,0,0,2
0.193055556,0,4,0,3,0,0,3
0.193333333,0,4,0,2,1,0,3
0.193611111,0,4,0,2,0,1,3
0.193888889,0,4,0,2,0,1,3
0.194166667,0,4,0,2,0,1,3
0.194444444,0,4,0,1,0,2,3
0.194722222,0,4,0,1,0,2,3
